YEAR_ID,SEM_ID,STD_NO,COURSE_ID,COURSE_EDESC,AVG
2019,1,328171,20132,Calculus (1),35.0
2019,1,328171,11102,Introduction to Computer Science,55.0
2019,1,328171,31111,Arabic Language,59.0
2019,1,328171,31121,English Language,71.0
2019,3,328171,20133,Calculus (2),72.0
2019,3,328171,20233,Statistical Methods,71.0
2019,3,328171,20134,Discrete Mathematics (1),89.0
2022,1,328204,14452,Pattern Recognition,35.0
2022,1,328204,11313,Algorithms  Design and Analysis,35.0
2022,1,328204,14466,Business Intelligence,35.0
2022,1,328204,14467,Cloud Computing,51.0
2022,1,328204,11436,Distributed Systems,45.0
2022,3,328204,11313,Algorithms  Design and Analysis,50.0
2022,3,328204,11435,Data Communications & Computer Networks,50.0
2022,3,328204,11436,Distributed Systems,58.0
2022,2,328204,11449,Computer and Society,70.0
2022,2,328204,14350,Computer Architecture for Machine Learning,44.0
2022,2,328204,14469,Special Topic In Data Science and AI (2),58.0
2022,2,328204,14465,Data Mining,55.0
2022,2,328204,11436,Distributed Systems,38.0
2021,3,328204,14465,Data Mining,37.0
2021,3,328204,31361,Introduction to  Philosophy,53.0
2021,3,328204,11464,Information Systems Security,50.0
2021,2,328204,31373,21st Century Skills,35.0
2021,2,328204,14456,Robotics Programming,70.0
2021,2,328204,14350,Computer Architecture for Machine Learning,43.0
2021,2,328204,11313,Algorithms  Design and Analysis,35.0
2021,2,328204,14351,Natural Language Processing,50.0
2021,1,328204,31255,Entrepreneurship for Business,61.0
2021,1,328204,14364,Data Visualization,55.0
2021,1,328204,11313,Algorithms  Design and Analysis,35.0
2021,1,328204,14465,Data Mining,46.0
2021,1,328204,14330,Artificial Intelligence,53.0
2020,3,328204,11355,Operating Systems Lab,50.0
2020,3,328204,11354,Database Systems Lab,57.0
2020,3,328204,11323,Database Systems,57.0
2020,3,328204,11335,Operating Systems,71.0
2019,3,328204,20134,Discrete Mathematics (1),87.0
2019,3,328204,20133,Calculus (2),77.0
2020,2,328204,31152,Arabic Islamic Civilization,88.0
2020,2,328204,14362,High Performance Computing for Big Data,64.0
2020,2,328204,14270,Statistics and  Probability for Data Science,89.0
2020,2,328204,11212,Data Structures and Introduction to Algorithms,70.0
2020,2,328204,31311,Scientific Research Methods,82.0
2020,1,328204,14260,Data Engineering,69.0
2020,1,328204,20200,Technical Writing and Communication Skills,74.0
2020,1,328204,20234,Linear Algebra,75.0
2020,1,328204,20233,Statistical Methods,86.0
2020,1,328204,11253,Object Oriented Programming Lab,77.0
2020,1,328204,11206,Object Oriented Programming,64.0
2020,1,328204,14261,Data Engineering Lab,70.0
2019,2,328204,14140,Introduction to Data Science,81.0
2019,2,328204,20132,Calculus (1),77.0
2019,2,328204,11103,Structured Programming,81.0
2019,2,328204,31151,National Education,73.0
2019,2,328204,31111,Arabic Language,66.0
2019,2,328204,11151,Structured ProgrammingLab,68.0
2019,1,328204,20233,Statistical Methods,37.0
2019,1,328204,31019,Arabic Language(Remedial),57.0
2019,1,328204,31121,English Language,68.0
2019,1,328204,20132,Calculus (1),35.0
2019,1,328204,11102,Introduction to Computer Science,62.0
2022,2,328226,13477,Software Engineering,60.0
2022,2,328226,14465,Data Mining,64.0
2022,2,328226,11449,Computer and Society,80.0
2022,2,328226,14351,Natural Language Processing,55.0
2022,2,328226,31351,Contemporary Issues in the Arab  World,85.0
2022,2,328226,14466,Business Intelligence,54.0
2022,1,328226,14452,Pattern Recognition,57.0
2022,1,328226,14466,Business Intelligence,35.0
2022,1,328226,11313,Algorithms  Design and Analysis,60.0
2022,1,328226,14467,Cloud Computing,66.0
2022,1,328226,11436,Distributed Systems,79.0
2022,1,328226,14455,Information Retrieval,53.0
2021,2,328226,14350,Computer Architecture for Machine Learning,52.0
2021,2,328226,31255,Entrepreneurship for Business,74.0
2021,2,328226,14364,Data Visualization,63.0
2021,2,328226,14351,Natural Language Processing,44.0
2021,3,328226,20234,Linear Algebra,45.0
2021,3,328226,14465,Data Mining,35.0
2021,3,328226,11464,Information Systems Security,60.0
2021,1,328226,11323,Database Systems,64.0
2021,1,328226,11313,Algorithms  Design and Analysis,35.0
2021,1,328226,11335,Operating Systems,50.0
2021,1,328226,31130,Foreign languages,75.0
2021,1,328226,11355,Operating Systems Lab,58.0
2021,1,328226,11354,Database Systems Lab,68.0
2020,3,328226,31311,Scientific Research Methods,69.0
2020,3,328226,14330,Artificial Intelligence,50.0
2020,2,328226,20200,Technical Writing and Communication Skills,72.0
2020,2,328226,14270,Statistics and  Probability for Data Science,71.0
2020,2,328226,11212,Data Structures and Introduction to Algorithms,58.0
2020,2,328226,14362,High Performance Computing for Big Data,59.0
2020,1,328226,11206,Object Oriented Programming,64.0
2020,1,328226,14261,Data Engineering Lab,58.0
2020,1,328226,14260,Data Engineering,61.0
2020,1,328226,11253,Object Oriented Programming Lab,72.0
2020,1,328226,20233,Statistical Methods,81.0
2020,1,328226,20251,History of Science,79.0
2020,1,328226,31111,Arabic Language,64.0
2019,2,328226,31151,National Education,73.0
2019,2,328226,11151,Structured ProgrammingLab,65.0
2019,2,328226,20133,Calculus (2),72.0
2019,2,328226,20134,Discrete Mathematics (1),83.0
2019,2,328226,11103,Structured Programming,65.0
2019,2,328226,14140,Introduction to Data Science,68.0
2019,1,328226,20132,Calculus (1),58.0
2019,1,328226,31121,English Language,84.0
2019,1,328226,11102,Introduction to Computer Science,65.0
2019,1,328226,31019,Arabic Language(Remedial),74.0
2022,3,326851,11206,Object Oriented Programming,61.0
2022,3,326851,20133,Calculus 2 for IT,48.0
2022,3,326851,11253,Object Oriented Programming Lab,70.0
2022,2,326851,11103,Structured Programming,76.0
2022,2,326851,20132,Calculus (1),51.0
2022,2,326851,20233,Statistical Methods IT,50.0
2022,2,326851,14140,Introduction to Data Science,68.0
2022,2,326851,11151,Structured ProgrammingLab,66.0
2021,1,326851,31152,Arabic Islamic Civilization,56.0
2021,1,326851,11151,Structured ProgrammingLab,35.0
2021,1,326851,14140,Introduction to Data Science,35.0
2021,1,326851,20132,Calculus (1),35.0
2021,1,326851,11103,Structured Programming,36.0
2020,1,326851,20233,Statistical Methods,35.0
2020,1,326851,20132,Calculus (1),39.0
2020,1,326851,14140,Introduction to Data Science,43.0
2020,1,326851,11103,Structured Programming,39.0
2020,2,326851,11103,Structured Programming,40.0
2020,2,326851,11151,Structured ProgrammingLab,35.0
2020,2,326851,14140,Introduction to Data Science,35.0
2020,2,326851,20132,Calculus (1),42.0
2020,2,326851,31352,Jerusalem : History and Facts,55.0
2020,3,326851,11103,Structured Programming,35.0
2020,3,326851,20200,Technical Writing and Communication Skills,64.0
2019,2,326851,31151,National Education,66.0
2019,2,326851,11103,Structured Programming,35.0
2019,2,326851,20132,Calculus (1),35.0
2019,2,326851,31111,Arabic Language,71.0
2019,2,326851,11151,Structured ProgrammingLab,39.0
2019,2,326851,14140,Introduction to Data Science,35.0
2019,3,326851,11103,Structured Programming,48.0
2019,1,326851,31019,Arabic Language(Remedial),55.0
2019,1,326851,31121,English Language,70.0
2019,1,326851,20132,Calculus (1),35.0
2019,1,326851,11102,Introduction to Computer Science,62.0
2019,1,326851,20134,Discrete Mathematics (1),54.0
2022,2,326939,31255,Entrepreneurship for Business,62.0
2022,2,326939,14469,Special Topic In Data Science and AI (2),77.0
2022,2,326939,14456,Robotics Programming,35.0
2022,2,326939,14466,Business Intelligence,51.0
2022,2,326939,14357,Special Topic In Data Science and AI (1),63.0
2022,1,326939,14261,Data Engineering Lab,59.0
2022,1,326939,14466,Business Intelligence,35.0
2022,1,326939,14350,Computer Architecture for Machine Learning,55.0
2022,1,326939,11449,Computer and Society,69.0
2022,1,326939,11436,Distributed Systems,62.0
2022,1,326939,11253,Object Oriented Programming Lab,77.0
2022,1,326939,11313,Algorithms  Design and Analysis,54.0
2021,3,326939,13477,Software Engineering,72.0
2021,3,326939,11253,Object Oriented Programming Lab,47.0
2021,3,326939,14465,Data Mining,71.0
2021,2,326939,11313,Algorithms  Design and Analysis,35.0
2021,2,326939,14351,Natural Language Processing,58.0
2021,2,326939,14350,Computer Architecture for Machine Learning,40.0
2021,2,326939,11464,Information Systems Security,53.0
2021,2,326939,11354,Database Systems Lab,66.0
2021,2,326939,11323,Database Systems,51.0
2021,1,326939,14364,Data Visualization,59.0
2021,1,326939,14330,Artificial Intelligence,77.0
2021,1,326939,11355,Operating Systems Lab,59.0
2021,1,326939,11335,Operating Systems,58.0
2021,1,326939,12446,Digital Image Processing,63.0
2020,2,326939,14362,High Performance Computing for Big Data,57.0
2020,2,326939,11206,Object Oriented Programming,55.0
2020,2,326939,14270,Statistics and  Probability for Data Science,50.0
2020,2,326939,31130,Foreign languages,86.0
2020,2,326939,11253,Object Oriented Programming Lab,35.0
2020,1,326939,14261,Data Engineering Lab,35.0
2020,1,326939,20200,Technical Writing and Communication Skills,70.0
2020,1,326939,11151,Structured ProgrammingLab,70.0
2020,1,326939,14260,Data Engineering,63.0
2020,1,326939,11103,Structured Programming,57.0
2020,1,326939,20233,Statistical Methods,75.0
2020,1,326939,20133,Calculus (2),77.0
2020,3,326939,20234,Linear Algebra,56.0
2020,3,326939,11212,Data Structures and Introduction to Algorithms,59.0
2019,2,326939,20132,Calculus (1),57.0
2019,2,326939,31311,Scientific Research Methods,84.0
2019,2,326939,14140,Introduction to Data Science,61.0
2019,2,326939,31121,English Language,77.0
2019,2,326939,31151,National Education,76.0
2019,3,326939,31271,Environmental Science,88.0
2019,3,326939,31352,Jerusalem : History and Facts,74.0
2019,3,326939,20134,Discrete Mathematics (1),54.0
2019,1,326939,20132,Calculus (1),35.0
2019,1,326939,31111,Arabic Language,69.0
2019,1,326939,11102,Introduction to Computer Science,50.0
2019,1,326939,31029,English Language (Remedial),65.0
2022,2,333693,11344,"Advanced Topics in Internet Programming
",43.0
2022,2,333693,20133,Calculus 2 for IT,35.0
2022,2,333693,14364,Data Visualization,50.0
2022,2,333693,14452,Pattern Recognition,35.0
2022,2,333693,13477,Software Engineering,36.0
2022,1,333693,14465,Data Mining,59.0
2022,1,333693,31130,Foreign Languages / Chinese,90.0
2022,1,333693,11323,Database Systems,59.0
2022,1,333693,14350,Computer Architecture for Machine Learning,52.0
2022,1,333693,11335,Operating Systems,68.0
2021,2,333693,14350,Computer Architecture for Machine Learning,39.0
2021,2,333693,31373,21st Century Skills,35.0
2021,2,333693,11355,Operating Systems Lab,52.0
2021,2,333693,11335,Operating Systems,45.0
2021,2,333693,11313,Algorithms  Design and Analysis,55.0
2021,1,333693,20200,Technical Writing and Communication Skills,63.0
2021,1,333693,20133,Calculus (2),35.0
2021,1,333693,14330,Artificial Intelligence,75.0
2021,1,333693,11323,Database Systems,43.0
2021,1,333693,11354,Database Systems Lab,72.0
2021,1,333693,11313,Algorithms  Design and Analysis,37.0
2020,2,333693,11212,Data Structures and Introduction to Algorithms,58.0
2020,2,333693,31111,Arabic Language,61.0
2020,2,333693,14362,High Performance Computing for Big Data,63.0
2020,2,333693,14270,Statistics and  Probability for Data Science,60.0
2020,2,333693,11253,Object Oriented Programming Lab,66.0
2020,1,333693,20233,Statistical Methods,51.0
2020,1,333693,14260,Data Engineering,64.0
2020,1,333693,20133,Calculus (2),35.0
2020,1,333693,11212,Data Structures and Introduction to Algorithms,35.0
2020,1,333693,14261,Data Engineering Lab,72.0
2020,1,333693,31352,Jerusalem : History and Facts,73.0
2019,1,333693,31019,Arabic Language(Remedial),63.0
2019,1,333693,20132,Calculus (1),35.0
2019,1,333693,31121,English Language,72.0
2019,1,333693,11102,Introduction to Computer Science,65.0
2019,2,333693,11151,Structured ProgrammingLab,63.0
2019,2,333693,11103,Structured Programming,73.0
2019,2,333693,20132,Calculus (1),75.0
2019,2,333693,14140,Introduction to Data Science,55.0
2019,2,333693,31151,National Education,64.0
2019,3,333693,20134,Discrete Mathematics (1),58.0
2019,3,333693,11253,Object Oriented Programming Lab,35.0
2019,3,333693,11206,Object Oriented Programming,52.0
2022,3,331295,14466,Business Intelligence,67.0
2022,3,331295,11313,Algorithms  Design and Analysis,36.0
2022,3,331295,20234,Linear Algebra,40.0
2022,2,331295,14452,Pattern Recognition,60.0
2022,2,331295,14466,Business Intelligence,43.0
2022,2,331295,11313,Algorithms  Design and Analysis,40.0
2022,2,331295,14469,Special Topic In Data Science and AI (2),77.0
2022,2,331295,11449,Computer and Society,81.0
2022,2,331295,11464,Information Systems Security,50.0
2021,3,331295,20234,Linear Algebra,39.0
2021,3,331295,11335,Operating Systems,67.0
2021,3,331295,13477,Software Engineering,64.0
2022,1,331295,14466,Business Intelligence,35.0
2022,1,331295,14452,Pattern Recognition,45.0
2022,1,331295,14467,Cloud Computing,54.0
2022,1,331295,11436,Distributed Systems,70.0
2022,1,331295,11313,Algorithms  Design and Analysis,37.0
2021,2,331295,14465,Data Mining,57.0
2021,2,331295,31352,Jerusalem : History and Facts,61.0
2021,2,331295,14351,Natural Language Processing,63.0
2021,2,331295,14350,Computer Architecture for Machine Learning,52.0
2021,2,331295,31373,21st Century Skills,35.0
2021,2,331295,14364,Data Visualization,65.0
2021,1,331295,11323,Database Systems,60.0
2021,1,331295,11354,Database Systems Lab,68.0
2021,1,331295,11335,Operating Systems,37.0
2021,1,331295,11355,Operating Systems Lab,52.0
2021,1,331295,14330,Artificial Intelligence,75.0
2021,1,331295,20234,Linear Algebra,44.0
2021,1,331295,14362,High Performance Computing for Big Data,67.0
2020,3,331295,11212,Data Structures and Introduction to Algorithms,53.0
2020,3,331295,20133,Calculus (2),75.0
2020,2,331295,12348,Multimedia Systems,66.0
2020,2,331295,20200,Technical Writing and Communication Skills,86.0
2020,2,331295,11212,Data Structures and Introduction to Algorithms,35.0
2020,2,331295,31311,Scientific Research Methods,75.0
2020,2,331295,14261,Data Engineering Lab,71.0
2020,2,331295,14260,Data Engineering,74.0
2020,1,331295,14270,Statistics and  Probability for Data Science,73.0
2020,1,331295,11206,Object Oriented Programming,52.0
2020,1,331295,31252,Governance and Development,80.0
2020,1,331295,11253,Object Oriented Programming Lab,71.0
2020,1,331295,20134,Discrete Mathematics (1),64.0
2020,1,331295,20133,Calculus (2),35.0
2019,2,331295,20132,Calculus (1),73.0
2019,2,331295,11151,Structured ProgrammingLab,76.0
2019,2,331295,31151,National Education,84.0
2019,2,331295,11103,Structured Programming,68.0
2019,2,331295,14140,Introduction to Data Science,73.0
2019,2,331295,20233,Statistical Methods,62.0
2019,1,331295,31111,Arabic Language,84.0
2019,1,331295,31121,English Language,89.0
2019,1,331295,20132,Calculus (1),45.0
2019,1,331295,11102,Introduction to Computer Science,63.0
2022,3,331416,14351,Natural Language Processing,74.0
2022,3,331416,14466,Business Intelligence,50.0
2022,3,331416,11449,Computer and Society,70.0
2022,2,331416,11464,Information Systems Security,80.0
2022,2,331416,14350,Computer Architecture for Machine Learning,61.0
2022,2,331416,13477,Software Engineering,55.0
2022,2,331416,11436,Distributed Systems,78.0
2022,2,331416,14364,Data Visualization,78.0
2022,1,331416,12348,Multimedia Systems,77.0
2022,1,331416,14467,Cloud Computing,57.0
2022,1,331416,14330,Artificial Intelligence,71.0
2022,1,331416,14465,Data Mining,68.0
2021,2,331416,14270,Statistics and  Probability for Data Science,56.0
2021,2,331416,11313,Algorithms  Design and Analysis,58.0
2021,2,331416,11323,Database Systems,59.0
2021,2,331416,11354,Database Systems Lab,68.0
2021,2,331416,20200,Technical Writing and Communication Skills,78.0
2021,1,331416,31130,Foreign languages/ Chinese,77.0
2021,1,331416,11355,Operating Systems Lab,58.0
2021,1,331416,11335,Operating Systems,73.0
2021,1,331416,14362,High Performance Computing for Big Data,78.0
2021,1,331416,11253,Object Oriented Programming Lab,88.0
2021,1,331416,20233,Statistical Methods,74.0
2020,3,331416,14261,Data Engineering Lab,78.0
2020,3,331416,14260,Data Engineering,80.0
2020,3,331416,11212,Data Structures and Introduction to Algorithms,62.0
2020,2,331416,31311,Scientific Research Methods,72.0
2020,2,331416,14140,Introduction to Data Science,70.0
2020,2,331416,20234,Linear Algebra,55.0
2020,2,331416,31111,Arabic Language,53.0
2020,2,331416,11206,Object Oriented Programming,53.0
2020,2,331416,11253,Object Oriented Programming Lab,35.0
2020,1,331416,31271,Environmental Science,66.0
2020,1,331416,11102,Introduction to Computer Science,71.0
2020,1,331416,20134,Discrete Mathematics (1),64.0
2020,1,331416,20133,Calculus (2),74.0
2020,1,331416,31019,Arabic Language(Remedial),63.0
2022,2,341569,14350,Computer Architecture for Machine Learning,57.0
2022,2,341569,12348,Multimedia Systems,70.0
2022,2,341569,14357,Special Topic In Data Science and AI (1),65.0
2022,2,341569,14465,Data Mining,50.0
2022,2,341569,31255,Entrepreneurship for Business,70.0
2022,2,341569,14364,Data Visualization,76.0
2021,3,341569,20234,Linear Algebra,53.0
2021,3,341569,20200,Technical Writing and Communication Skills,70.0
2022,1,341569,20134,Discrete Mathematics (1),58.0
2022,1,341569,14330,Artificial Intelligence,60.0
2022,1,341569,11355,Operating Systems Lab,60.0
2022,1,341569,11335,Operating Systems,55.0
2022,1,341569,14331,Artificial Intelligence lab,78.0
2022,1,341569,14362,High Performance Computing for Big Data,69.0
2021,2,341569,31352,Jerusalem : History and Facts,35.0
2021,2,341569,14141,Introduction to Data Science lab,64.0
2021,2,341569,14260,Data Engineering,51.0
2021,2,341569,14456,Robotics Programming,67.0
2021,2,341569,11212,Data Structures and Introduction to Algorithms,56.0
2021,1,341569,31130,Foreign languages,64.0
2021,1,341569,11212,Data Structures and Introduction to Algorithms,43.0
2021,1,341569,14260,Data Engineering,39.0
2021,1,341569,14271,Statistics and  Probability for Data Science lab,83.0
2021,1,341569,14261,Data Engineering Lab,52.0
2021,1,341569,14270,Statistics and  Probability for Data Science,70.0
2020,3,341569,11206,Object Oriented Programming,68.0
2020,3,341569,20233,Statistical Methods,76.0
2020,3,341569,11253,Object Oriented Programming Lab,64.0
2020,3,341569,31271,Environmental Science,82.0
2020,2,341569,11151,Structured ProgrammingLab,60.0
2020,2,341569,11103,Structured Programming,67.0
2020,2,341569,14140,Introduction to Data Science,72.0
2020,2,341569,20133,Calculus (2),88.0
2020,2,341569,31111,Arabic Language,79.0
2020,1,341569,31151,National Education,71.0
2020,1,341569,11102,Introduction to Computer Science,79.0
2020,1,341569,20132,Calculus (1),86.0
2020,1,341569,31121,English Language,89.0
2022,2,341701,14357,Special Topic In Data Science and AI (1),85.0
2022,2,341701,14141,Introduction to Data Science lab,87.0
2022,2,341701,14456,Robotics Programming,78.0
2022,2,341701,11313,Algorithms  Design and Analysis,67.0
2022,2,341701,14351,Natural Language Processing,59.0
2022,2,341701,14364,Data Visualization,71.0
2021,3,341701,31255,Entrepreneurship for Business,88.0
2021,3,341701,20234,Linear Algebra,55.0
2022,1,341701,11354,Database Systems Lab,95.0
2022,1,341701,14350,Computer Architecture for Machine Learning,53.0
2022,1,341701,11436,Distributed Systems,74.0
2022,1,341701,14467,Cloud Computing,75.0
2022,1,341701,11323,Database Systems,79.0
2022,1,341701,14465,Data Mining,77.0
2021,2,341701,14330,Artificial Intelligence,81.0
2021,2,341701,14362,High Performance Computing for Big Data,77.0
2021,2,341701,11335,Operating Systems,73.0
2021,2,341701,14331,Artificial Intelligence lab,67.0
2021,2,341701,11355,Operating Systems Lab,77.0
2021,2,341701,31261,Introduction to Politics and Economic Science,95.0
2021,1,341701,14271,Statistics and  Probability for Data Science lab,85.0
2021,1,341701,11212,Data Structures and Introduction to Algorithms,57.0
2021,1,341701,14261,Data Engineering Lab,87.0
2021,1,341701,20200,Technical Writing and Communication Skills,88.0
2021,1,341701,14260,Data Engineering,79.0
2021,1,341701,14270,Statistics and  Probability for Data Science,77.0
2020,2,341701,31130,Foreign languages,84.0
2020,2,341701,20133,Calculus (2),77.0
2020,2,341701,11103,Structured Programming,63.0
2020,2,341701,11151,Structured ProgrammingLab,76.0
2020,2,341701,14140,Introduction to Data Science,79.0
2020,2,341701,31121,English Language,85.0
2020,3,341701,11253,Object Oriented Programming Lab,83.0
2020,3,341701,20134,Discrete Mathematics (1),65.0
2020,3,341701,11206,Object Oriented Programming,63.0
2020,3,341701,20233,Statistical Methods,86.0
2020,1,341701,11102,Introduction to Computer Science,82.0
2020,1,341701,31151,National Education,93.0
2020,1,341701,20132,Calculus (1),78.0
2020,1,341701,31111,Arabic Language,90.0
2020,1,341701,31029,English Language (Remedial),91.0
2022,1,340172,14350,Computer Architecture for Machine Learning,63.0
2022,1,340172,31255,Entrepreneurship for Business,82.0
2022,1,340172,11464,Information Systems Security,65.0
2022,1,340172,14467,Cloud Computing,66.0
2022,1,340172,14364,Data Visualization,86.0
2022,1,340172,14465,Data Mining,76.0
2022,2,340172,14260,Data Engineering,71.0
2022,2,340172,11313,Algorithms  Design and Analysis,65.0
2022,2,340172,14351,Natural Language Processing,58.0
2022,2,340172,14452,Pattern Recognition,53.0
2022,2,340172,20200,Technical Writing and Communication Skills,62.0
2022,2,340172,11449,Computer and Society,80.0
2021,2,340172,14330,Artificial Intelligence,60.0
2021,2,340172,14362,High Performance Computing for Big Data,77.0
2021,2,340172,11335,Operating Systems,64.0
2021,2,340172,14141,Introduction to Data Science lab,66.0
2021,2,340172,11355,Operating Systems Lab,67.0
2021,2,340172,14456,Robotics Programming,79.0
2021,2,340172,14331,Artificial Intelligence lab,79.0
2021,3,340172,20234,Linear Algebra,62.0
2021,3,340172,11323,Database Systems,70.0
2021,3,340172,11354,Database Systems Lab,85.0
2021,1,340172,31130,Foreign languages,72.0
2021,1,340172,14271,Statistics and  Probability for Data Science lab,94.0
2021,1,340172,14260,Data Engineering,65.0
2021,1,340172,31271,Environmental Science,77.0
2021,1,340172,14261,Data Engineering Lab,84.0
2021,1,340172,14270,Statistics and  Probability for Data Science,85.0
2021,1,340172,11212,Data Structures and Introduction to Algorithms,65.0
2020,2,340172,11151,Structured ProgrammingLab,76.0
2020,2,340172,11103,Structured Programming,74.0
2020,2,340172,20133,Calculus (2),81.0
2020,2,340172,14140,Introduction to Data Science,78.0
2020,2,340172,20134,Discrete Mathematics (1),72.0
2020,2,340172,31121,English Language,86.0
2020,3,340172,20233,Statistical Methods,87.0
2020,3,340172,11253,Object Oriented Programming Lab,82.0
2020,3,340172,11206,Object Oriented Programming,77.0
2020,1,340172,31261,Introduction to Politics and Economic Science,66.0
2020,1,340172,31151,National Education,83.0
2020,1,340172,20132,Calculus (1),67.0
2020,1,340172,11102,Introduction to Computer Science,80.0
2020,1,340172,31111,Arabic Language,79.0
2022,3,340733,11355,Operating Systems Lab,67.0
2022,3,340733,11335,Operating Systems,62.0
2022,1,340733,14331,Artificial Intelligence lab,69.0
2022,1,340733,14465,Data Mining,75.0
2022,1,340733,14364,Data Visualization,86.0
2022,1,340733,14330,Artificial Intelligence,78.0
2022,1,340733,31255,Entrepreneurship for Business,83.0
2022,1,340733,31271,Environmental Science,76.0
2022,1,340733,14141,Introduction to Data Science lab,88.0
2022,2,340733,11323,Database Systems,74.0
2022,2,340733,12348,Multimedia Systems,75.0
2022,2,340733,12446,Digital Image Processing,62.0
2022,2,340733,11313,Algorithms  Design and Analysis,59.0
2022,2,340733,14350,Computer Architecture for Machine Learning,72.0
2022,2,340733,11354,Database Systems Lab,82.0
2021,2,340733,14271,Statistics and  Probability for Data Science lab,93.0
2021,2,340733,11212,Data Structures and Introduction to Algorithms,50.0
2021,2,340733,14270,Statistics and  Probability for Data Science,76.0
2021,2,340733,20200,Technical Writing and Communication Skills,84.0
2021,2,340733,14362,High Performance Computing for Big Data,70.0
2021,3,340733,14364,Data Visualization,35.0
2021,1,340733,14260,Data Engineering,59.0
2021,1,340733,14261,Data Engineering Lab,63.0
2021,1,340733,31264,Introduction To Psychology,70.0
2021,1,340733,31111,Arabic Language,70.0
2021,1,340733,20234,Linear Algebra,51.0
2021,1,340733,20233,Statistical Methods,75.0
2020,2,340733,14140,Introduction to Data Science,76.0
2020,2,340733,20134,Discrete Mathematics (1),74.0
2020,2,340733,11151,Structured ProgrammingLab,78.0
2020,2,340733,11103,Structured Programming,79.0
2020,2,340733,31151,National Education,74.0
2020,2,340733,20133,Calculus (2),86.0
2020,3,340733,11253,Object Oriented Programming Lab,88.0
2020,3,340733,11206,Object Oriented Programming,78.0
2020,3,340733,31130,Foreign languages,90.0
2020,1,340733,11102,Introduction to Computer Science,91.0
2020,1,340733,20132,Calculus (1),83.0
2020,1,340733,31121,English Language,87.0
2020,1,340733,31019,Arabic Language(Remedial),82.0
2021,3,340799,20233,Statistical Methods,37.0
2021,2,340799,11103,Structured Programming,35.0
2021,2,340799,14260,Data Engineering,35.0
2021,2,340799,11151,Structured ProgrammingLab,40.0
2021,2,340799,31152,Arabic Islamic Civilization,50.0
2021,2,340799,20200,Technical Writing and Communication Skills,56.0
2021,1,340799,20234,Linear Algebra,37.0
2021,1,340799,20233,Statistical Methods,36.0
2021,1,340799,31151,National Education,62.0
2021,1,340799,11151,Structured ProgrammingLab,35.0
2021,1,340799,11103,Structured Programming,35.0
2020,3,340799,20134,Discrete Mathematics (1),87.0
2020,3,340799,20133,Calculus (2),61.0
2020,1,340799,11102,Introduction to Computer Science,55.0
2020,1,340799,31121,English Language,74.0
2020,1,340799,20132,Calculus (1),57.0
2020,2,340799,11151,Structured ProgrammingLab,35.0
2020,2,340799,11103,Structured Programming,35.0
2020,2,340799,14140,Introduction to Data Science,67.0
2020,2,340799,31111,Arabic Language,61.0
2022,3,340810,31255,Entrepreneurship for Business,87.0
2022,2,340810,14351,Natural Language Processing,68.0
2022,2,340810,14350,Computer Architecture for Machine Learning,84.0
2022,2,340810,11335,Operating Systems,63.0
2022,2,340810,20134,Discrete Mathematics (1),64.0
2022,2,340810,11355,Operating Systems Lab,85.0
2021,2,340810,14362,High Performance Computing for Big Data,86.0
2021,2,340810,14271,Statistics and  Probability for Data Science lab,93.0
2021,2,340810,14331,Artificial Intelligence lab,89.0
2021,2,340810,11313,Algorithms  Design and Analysis,64.0
2021,2,340810,14270,Statistics and  Probability for Data Science,75.0
2021,2,340810,14330,Artificial Intelligence,80.0
2022,1,340810,11323,Database Systems,77.0
2022,1,340810,20234,Linear Algebra,50.0
2022,1,340810,11354,Database Systems Lab,97.0
2022,1,340810,14465,Data Mining,84.0
2022,1,340810,31311,Scientific Research Methods,91.0
2022,1,340810,14364,Data Visualization,72.0
2020,3,340810,11206,Object Oriented Programming,77.0
2020,3,340810,11253,Object Oriented Programming Lab,90.0
2020,3,340810,31111,Arabic Language,91.0
2021,1,340810,14261,Data Engineering Lab,89.0
2021,1,340810,14141,Introduction to Data Science lab,89.0
2021,1,340810,14260,Data Engineering,78.0
2021,1,340810,20200,Technical Writing and Communication Skills,96.0
2021,1,340810,11212,Data Structures and Introduction to Algorithms,62.0
2021,1,340810,20233,Statistical Methods,68.0
2020,2,340810,11103,Structured Programming,67.0
2020,2,340810,31130,Foreign languages,97.0
2020,2,340810,20133,Calculus (2),69.0
2020,2,340810,11151,Structured ProgrammingLab,85.0
2020,2,340810,14140,Introduction to Data Science,91.0
2020,2,340810,31121,English Language,95.0
2020,1,340810,31151,National Education,87.0
2020,1,340810,31264,Introduction To Psychology,89.0
2020,1,340810,20132,Calculus (1),72.0
2020,1,340810,11102,Introduction to Computer Science,72.0
2022,3,340854,20234,Linear Algebra,47.0
2022,3,340854,11464,Information Systems Security,95.0
2022,2,340854,14351,Natural Language Processing,54.0
2022,2,340854,12348,Multimedia Systems,78.0
2022,2,340854,14350,Computer Architecture for Machine Learning,57.0
2022,2,340854,11323,Database Systems,77.0
2022,2,340854,11354,Database Systems Lab,66.0
2022,2,340854,31255,Entrepreneurship for Business,78.0
2022,1,340854,11313,Algorithms  Design and Analysis,51.0
2022,1,340854,14465,Data Mining,71.0
2022,1,340854,14331,Artificial Intelligence lab,75.0
2022,1,340854,11355,Operating Systems Lab,62.0
